Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
24/03/2019,1,235,200,951,879,359,476,-1,22,37,17,2,52,-1,232,375,107,33,25,495,362,766,714,84,201,217,235,57,327,190,697,114,undefined,26,29,554,336,27,222,28,54,14,24,15,-1,-1,13,270,64,92,24,59,348,31,-1,155,73,222,34,743
24/03/2019,2,171,164,682,1081,321,374,-1,17,20,13,5,21,-1,185,217,83,37,20,309,254,522,469,91,139,82,141,20,311,180,468,70,undefined,23,15,313,263,11,134,12,23,18,6,9,-1,-1,12,223,39,57,19,34,242,34,-1,101,27,134,40,700
24/03/2019,3,145,110,624,552,258,231,-1,9,24,9,2,13,-1,189,163,61,30,14,285,206,449,538,49,152,84,107,28,387,132,384,27,undefined,17,19,173,240,18,100,18,22,20,5,8,-1,-1,3,193,23,37,16,37,186,29,-1,71,36,100,16,505
24/03/2019,4,81,78,269,181,169,219,-1,6,11,13,1,13,-1,117,77,52,18,8,119,117,278,321,30,112,52,131,22,208,69,271,24,undefined,15,13,133,73,9,48,17,20,3,4,4,-1,-1,-1,135,27,52,4,36,90,19,-1,30,28,48,8,271
24/03/2019,5,58,47,139,164,170,180,-1,13,11,5,14,12,-1,112,66,32,29,24,86,51,235,256,43,118,38,72,5,327,81,240,8,undefined,14,12,79,25,14,82,18,10,5,2,2,-1,-1,2,101,16,27,14,8,59,8,-1,22,20,82,6,223
24/03/2019,6,56,30,96,160,230,172,-1,20,24,11,4,23,-1,89,58,36,17,9,65,47,166,289,53,172,72,78,18,431,87,158,21,undefined,31,13,158,27,6,69,67,20,4,4,3,-1,-1,3,136,34,25,11,15,51,15,-1,34,36,69,8,218
24/03/2019,7,81,69,109,164,90,229,-1,82,58,28,25,60,-1,106,79,70,42,27,64,43,63,424,90,323,143,163,47,665,411,127,28,undefined,45,23,341,24,6,175,26,60,19,11,8,-1,-1,2,168,66,58,18,38,46,17,-1,54,60,175,10,266
24/03/2019,8,202,158,240,290,142,422,-1,247,98,48,29,155,-1,207,153,154,91,41,191,47,97,673,117,497,265,403,87,1042,730,174,45,undefined,74,63,774,59,42,278,76,75,56,49,32,-1,-1,14,299,185,134,70,67,152,44,-1,120,177,278,6,451
24/03/2019,9,622,419,415,588,293,742,-1,207,113,92,66,318,-1,327,262,362,160,77,429,121,220,1135,199,848,492,743,208,1606,1184,277,119,undefined,77,124,1380,116,70,450,106,95,84,109,60,-1,-1,53,636,307,278,121,161,271,95,-1,190,313,450,6,763
24/03/2019,10,1417,930,769,1183,511,1028,-1,234,130,105,97,478,-1,451,511,751,233,148,823,224,375,1599,264,1089,737,1187,413,2526,1898,370,173,undefined,118,170,1927,167,140,777,140,150,110,140,85,-1,-1,98,917,693,449,316,216,288,115,-1,355,515,777,59,1512
24/03/2019,11,2212,1408,1164,1540,2346,1456,-1,296,153,152,109,607,-1,547,881,906,247,108,1270,345,556,2040,293,1174,968,1675,439,3171,1753,563,196,undefined,100,171,2599,165,167,845,128,199,285,131,79,-1,-1,96,1220,976,646,414,349,447,85,-1,406,1279,845,23,1890
24/03/2019,12,2995,1638,1883,2270,3573,1621,-1,378,182,174,83,788,-1,495,1255,1180,285,143,2152,574,939,2352,243,1463,1168,2084,551,3555,872,814,381,undefined,64,176,3592,160,327,1121,89,234,371,242,162,-1,-1,133,1572,1382,845,430,440,484,129,-1,529,4797,1121,18,2392
24/03/2019,13,3294,1883,2164,2623,4021,1709,-1,270,150,85,118,572,-1,548,1537,1148,277,147,2197,624,965,2701,224,1174,1137,2226,619,3719,1223,882,392,undefined,117,148,4586,178,255,756,80,388,536,241,118,-1,-1,163,1812,1477,827,579,433,798,246,-1,567,1989,756,36,2918
24/03/2019,14,3431,1996,2389,2993,3759,2041,-1,512,133,92,120,595,-1,694,1619,1296,240,172,2030,568,879,2793,229,1057,1244,2062,547,3773,1255,945,541,undefined,112,146,4552,137,290,764,139,257,361,250,95,-1,-1,162,1587,1139,682,640,424,586,213,-1,504,541,764,69,2975
24/03/2019,15,3480,2280,2344,2773,3695,1985,-1,480,111,115,147,548,-1,714,1607,1145,263,141,1825,450,875,2529,221,1221,1250,1333,492,3788,996,782,631,undefined,109,192,4073,145,286,861,114,195,327,217,50,-1,-1,101,1588,995,531,552,310,557,187,-1,472,2421,861,29,2805
24/03/2019,16,3258,2133,2226,2480,3829,1904,-1,413,173,187,153,769,-1,736,1623,907,204,93,1462,503,849,2327,278,1636,1299,847,335,3526,960,807,584,undefined,88,156,3917,156,234,1299,83,197,306,225,44,-1,-1,127,1539,729,307,547,191,605,203,-1,467,3295,1299,24,2643
24/03/2019,17,2694,1589,2359,2228,3574,1722,-1,258,125,93,134,514,-1,657,1691,662,273,147,1209,592,915,2626,242,1262,1245,650,185,2970,851,848,546,undefined,73,196,3632,189,256,840,99,187,251,240,29,-1,-1,147,1546,335,183,526,197,646,233,-1,504,492,840,24,2410
24/03/2019,18,2085,1070,2272,1884,2947,1535,-1,193,148,73,139,465,-1,559,1508,490,201,131,1340,655,958,2154,193,1021,889,615,161,2548,667,943,648,undefined,44,111,3381,125,266,685,125,239,237,72,47,-1,-1,141,1354,249,146,531,171,458,169,-1,401,311,685,53,2019
24/03/2019,19,1452,600,2239,1458,2081,1110,-1,158,82,51,171,514,-1,441,1324,313,195,67,1390,918,903,1874,205,809,467,664,127,1884,334,778,568,undefined,54,105,2565,98,286,527,87,170,184,59,78,-1,-1,95,1136,165,135,498,175,467,165,-1,439,205,527,53,1669
24/03/2019,20,750,422,1714,1125,2201,1096,-1,139,84,84,112,409,-1,433,1095,288,135,51,968,634,809,1858,167,669,491,570,120,1945,258,653,694,undefined,28,73,2024,89,306,408,58,106,227,30,37,-1,-1,42,831,153,90,443,179,376,119,-1,292,187,408,77,1280
24/03/2019,21,539,284,1308,819,1431,889,-1,69,76,50,87,246,-1,355,749,156,137,59,819,554,634,1515,149,497,306,459,86,1254,150,509,454,undefined,34,78,1170,87,183,345,49,106,195,36,39,-1,-1,59,552,128,91,246,129,252,130,-1,231,144,345,55,1010
24/03/2019,22,358,187,929,573,1153,649,-1,48,47,66,63,181,-1,271,481,109,81,40,499,398,478,1122,90,423,178,314,60,982,142,454,376,undefined,41,45,776,68,76,316,40,264,262,78,75,-1,-1,32,357,76,72,108,72,161,86,-1,111,111,316,37,734
24/03/2019,23,148,75,472,282,560,389,-1,19,28,48,4,73,-1,189,175,70,36,21,282,127,375,638,71,266,83,188,42,441,54,353,123,undefined,17,11,394,9,34,144,19,31,125,100,66,-1,-1,19,216,33,73,40,54,103,50,-1,88,62,144,29,377
25/03/2019,0,75,56,265,152,227,222,-1,14,27,10,11,46,-1,68,67,49,14,10,142,73,214,232,30,114,36,120,22,155,14,193,38,undefined,10,13,217,17,10,75,13,25,70,16,13,-1,-1,5,110,24,43,13,20,57,29,-1,31,37,75,15,234
25/03/2019,1,34,20,147,95,42,76,-1,6,7,13,3,3,-1,11,31,7,6,-1,106,32,165,166,38,43,215,94,13,21,19,184,25,undefined,-1,3,64,8,15,44,5,7,30,7,6,-1,-1,5,64,16,35,1,20,44,26,-1,25,15,44,40,91
25/03/2019,2,31,14,85,30,47,136,-1,2,9,-1,-1,4,-1,12,39,10,8,6,63,48,104,106,23,31,17,55,8,22,14,96,10,undefined,3,-1,35,6,-1,43,1,4,10,6,5,-1,-1,1,40,12,28,3,16,15,11,-1,8,11,43,12,38
25/03/2019,3,10,10,69,27,38,124,-1,5,3,7,-1,2,-1,15,22,14,10,9,22,40,74,142,45,39,9,48,3,46,4,59,7,undefined,2,-1,26,6,8,24,6,7,17,1,-1,-1,-1,1,48,9,11,2,3,18,2,-1,4,19,24,21,21
25/03/2019,4,17,18,72,41,63,52,-1,5,15,1,1,3,-1,41,21,7,11,8,55,41,41,72,3,25,23,18,9,65,4,58,9,undefined,7,5,46,7,7,18,15,10,173,6,1,-1,-1,2,39,13,16,6,3,2,3,-1,6,14,18,25,49
25/03/2019,5,27,25,107,85,110,258,-1,54,103,23,22,25,-1,112,37,33,97,45,33,36,61,137,50,241,76,54,16,82,32,68,15,undefined,20,28,209,25,7,86,21,24,156,5,5,-1,-1,2,71,16,14,10,15,20,8,-1,16,99,86,20,160
25/03/2019,6,121,79,181,209,334,869,-1,142,528,116,25,83,-1,303,81,171,234,166,80,29,101,668,293,1003,263,127,18,380,114,75,25,undefined,84,36,834,88,12,343,105,77,87,25,21,-1,-1,18,203,38,26,35,43,50,30,-1,61,602,343,33,467
25/03/2019,7,333,224,341,453,827,1742,-1,377,2022,317,51,213,-1,700,319,417,793,729,222,82,146,1467,726,2294,592,307,82,863,216,95,74,undefined,191,128,1348,215,60,1241,362,236,368,82,46,-1,-1,72,498,116,33,87,96,229,119,-1,137,2211,1241,54,1001
25/03/2019,8,786,553,803,958,2050,3985,-1,545,3580,618,76,328,-1,1515,807,843,2124,1842,505,170,318,2879,1552,4066,997,588,186,2024,46,226,156,undefined,539,163,2781,770,117,2352,775,772,916,267,141,-1,-1,207,1129,258,55,154,141,683,407,-1,418,4824,2352,61,2145
25/03/2019,9,807,637,754,1153,1394,2251,-1,322,2234,475,62,218,-1,777,752,906,1490,966,383,188,364,2009,866,2801,507,579,99,1334,38,340,139,undefined,335,140,1558,604,143,1651,769,569,1233,276,139,-1,-1,256,929,213,68,186,159,545,355,-1,435,3017,1651,40,1804
25/03/2019,10,1162,1044,1095,1417,1384,1230,-1,153,845,318,46,156,-1,552,820,1038,816,532,763,216,500,1816,515,1776,405,633,131,1140,5,342,157,undefined,220,169,1113,511,150,1061,568,591,1167,209,115,-1,-1,201,1024,203,114,230,217,498,329,-1,509,1239,1061,84,1862
25/03/2019,11,1981,1444,1475,1735,1665,1252,-1,209,729,296,38,180,-1,404,1037,1314,737,430,1079,324,694,2121,548,1642,587,801,140,1535,-1,516,195,undefined,164,140,1357,538,184,1052,541,609,1355,698,254,-1,-1,248,1250,300,157,293,237,639,390,-1,433,1061,1052,62,2170
25/03/2019,12,2981,2623,2233,2821,2264,1960,-1,620,1392,482,68,364,-1,583,1737,2070,1771,546,1749,698,1411,3155,1086,2522,753,1162,178,1764,2,898,321,undefined,339,264,2458,1035,358,1624,1158,905,2017,1042,321,-1,-1,468,2001,351,210,428,310,1046,452,-1,813,2303,1624,65,2839
25/03/2019,13,2968,2807,2228,2999,2339,2054,-1,453,1175,473,86,368,-1,577,1813,2175,1585,601,1620,792,1408,3244,932,2521,828,1368,273,1780,22,909,329,undefined,372,227,2185,1082,301,1674,1159,835,1817,1132,315,-1,-1,485,2525,461,225,472,249,997,513,-1,937,1931,1674,77,3167
25/03/2019,14,2310,1952,2198,2750,2106,1640,-1,216,714,305,43,183,-1,592,1663,1596,885,510,1033,484,1083,2742,541,1888,847,798,153,1632,-1,749,243,undefined,242,144,1818,671,183,1182,441,608,1368,943,196,-1,-1,306,1634,298,120,357,198,826,487,-1,647,1255,1182,81,3002
25/03/2019,15,2222,1844,2129,2546,2088,2059,-1,266,1050,313,46,174,-1,700,1632,1430,754,581,1051,458,1053,3232,537,2603,864,620,203,1734,-1,627,225,undefined,266,87,1510,550,203,1227,431,545,1157,835,207,-1,-1,288,1707,313,108,391,201,806,476,-1,531,1273,1227,73,3023
25/03/2019,16,2856,1835,2267,2642,2595,2864,-1,396,2241,473,75,281,-1,1123,1855,1412,870,1094,977,424,1038,3641,783,3598,1047,700,187,2262,-1,637,265,undefined,422,171,1950,606,166,1904,478,503,1025,611,231,-1,-1,317,1854,260,122,391,187,750,456,-1,646,2737,1904,82,3037
25/03/2019,17,2999,1905,2702,3256,3806,4701,-1,744,3176,474,112,458,-1,1874,2366,1398,1383,1891,1133,540,1211,4483,1165,4952,1344,775,214,3296,-1,876,373,undefined,606,310,3306,733,255,2569,733,512,1250,427,282,-1,-1,377,2274,333,142,475,225,959,685,-1,802,4084,2569,104,3860
25/03/2019,18,2451,1399,2622,2413,2343,2933,-1,417,1627,332,154,437,-1,1088,1966,839,772,844,1171,582,1203,3568,675,2809,1209,787,220,2040,-1,927,328,undefined,237,184,2578,421,251,1407,371,307,1178,249,205,-1,-1,253,1595,281,148,504,220,650,502,-1,612,1642,1407,86,2773
25/03/2019,19,1259,623,2340,1559,1286,1542,-1,231,489,186,104,414,-1,468,1462,486,285,305,1010,611,918,2424,345,1362,389,663,132,729,-1,771,455,undefined,99,96,1580,259,185,655,177,183,794,177,141,-1,-1,249,1215,199,102,382,189,521,346,-1,403,574,655,136,1782
25/03/2019,20,749,366,1958,1106,1295,1040,-1,109,197,112,76,250,-1,343,1070,348,224,126,876,510,770,1929,190,837,259,531,135,847,-1,581,380,undefined,97,47,1194,148,184,416,85,160,479,136,99,-1,-1,127,757,174,86,353,90,406,326,-1,323,282,416,145,1436
25/03/2019,21,427,248,1409,843,1252,992,-1,67,114,97,55,224,-1,389,753,249,124,106,648,385,641,1736,213,730,346,402,89,1141,-1,493,241,undefined,79,59,1071,137,148,333,80,94,275,145,81,-1,-1,106,510,110,105,281,86,294,162,-1,216,144,333,123,1201
25/03/2019,22,270,157,841,482,463,601,-1,43,86,43,34,149,-1,221,466,122,108,84,367,251,465,1067,92,438,172,331,67,252,-1,331,157,undefined,41,48,489,70,78,254,58,83,120,93,38,-1,-1,77,383,117,122,172,83,139,88,-1,120,130,254,42,641
25/03/2019,23,115,66,471,196,217,413,-1,32,39,66,10,75,-1,167,148,44,70,40,177,128,313,684,39,263,57,187,34,97,-1,234,70,undefined,24,11,253,21,31,142,18,27,45,69,22,-1,-1,17,228,44,69,53,45,60,41,-1,62,69,142,28,303
26/03/2019,0,62,41,217,115,74,157,-1,5,16,15,6,31,-1,59,74,31,24,15,82,61,173,254,65,80,64,117,13,36,-1,134,24,undefined,24,9,110,13,11,90,21,11,44,3,3,-1,-1,8,89,27,48,13,38,42,19,-1,29,32,90,20,157
26/03/2019,1,15,13,89,58,38,35,-1,3,14,3,6,7,-1,18,58,23,9,6,53,44,88,128,7,34,15,79,3,18,-1,112,15,undefined,5,2,37,7,2,61,2,15,32,5,4,-1,-1,7,60,3,45,2,16,28,8,-1,31,12,61,17,58
26/03/2019,2,10,20,75,26,59,169,-1,1,4,1,1,7,-1,22,19,13,10,1,25,36,85,68,3,18,58,44,4,9,-1,48,9,undefined,6,2,27,1,7,24,-1,3,38,2,4,-1,-1,1,38,10,14,11,11,10,4,-1,7,18,24,7,27
26/03/2019,3,16,16,46,18,32,264,-1,3,2,5,-1,2,-1,9,12,8,9,7,22,30,53,62,12,31,20,33,5,28,-1,32,3,undefined,4,4,14,3,1,12,3,7,20,-1,-1,-1,-1,1,34,7,7,-1,34,8,8,-1,5,7,12,6,28
26/03/2019,4,12,11,34,28,60,39,-1,6,3,3,3,2,-1,37,9,4,17,7,15,26,33,76,4,20,21,35,3,52,-1,29,7,undefined,9,9,40,1,7,18,2,18,17,2,2,-1,-1,1,34,5,14,2,4,2,6,-1,19,10,18,9,48
26/03/2019,5,40,21,79,121,118,294,-1,60,120,13,8,27,-1,131,29,61,71,40,15,23,51,192,46,298,63,58,5,128,-1,27,24,undefined,34,28,224,24,8,95,14,26,22,10,4,-1,-1,7,76,7,13,10,10,24,5,-1,18,88,95,16,188
26/03/2019,6,98,76,170,236,518,1003,-1,157,584,97,44,72,-1,345,87,177,250,211,57,11,97,745,264,1166,300,153,39,539,-1,72,38,undefined,110,43,984,86,15,389,158,109,59,29,18,-1,-1,24,232,72,37,19,60,64,26,-1,66,551,389,42,486
26/03/2019,7,355,256,391,575,1151,1962,-1,418,2252,368,53,205,-1,743,395,588,872,836,215,90,232,1604,799,2655,683,375,108,1131,5,189,86,undefined,290,150,1400,270,58,1349,398,281,198,223,76,-1,-1,78,563,198,107,104,77,244,111,-1,168,2254,1349,62,1210
26/03/2019,8,979,678,883,1098,2199,4067,-1,644,4615,704,100,436,-1,1555,820,1099,2268,2083,552,182,416,3135,1630,4792,1248,755,234,2274,1,321,155,undefined,626,283,2861,795,101,2389,851,859,669,829,210,-1,-1,339,1199,341,143,199,200,824,439,-1,469,4861,2389,61,2256
26/03/2019,9,878,743,804,1076,1550,2150,-1,325,2758,496,40,233,-1,706,772,973,1444,1061,406,159,362,2085,972,3087,780,802,216,1405,1,304,138,undefined,561,190,1545,578,96,1689,809,617,804,856,209,-1,-1,373,1030,386,239,214,162,620,511,-1,370,3146,1689,63,1665
26/03/2019,10,1343,964,1163,1598,1508,1266,-1,213,962,308,49,205,-1,444,836,1179,1016,626,910,255,527,1969,538,1721,530,969,239,1260,-1,351,156,undefined,226,198,1070,565,151,1146,575,557,809,777,220,-1,-1,240,1011,380,240,253,225,444,338,-1,352,1253,1146,115,1953
26/03/2019,11,1892,1418,1614,2131,1657,1312,-1,205,753,308,36,244,-1,536,978,1524,730,500,1089,351,632,2147,489,1595,632,1232,277,1300,1,462,220,undefined,247,156,1404,477,237,1175,590,607,1180,428,252,-1,-1,234,1242,566,346,300,266,553,397,-1,445,1019,1175,94,2298
26/03/2019,12,3241,2642,2377,3098,2168,1959,-1,640,1655,469,150,392,-1,705,1736,2131,1731,690,1860,701,1368,3091,1166,2591,1009,1795,314,1848,-1,999,285,undefined,366,329,2481,1159,258,1803,1175,966,1338,693,237,-1,-1,440,1994,768,547,446,308,1029,607,-1,742,2479,1803,102,2916
26/03/2019,13,3525,3053,2383,3363,2334,2053,-1,573,1389,471,121,448,-1,658,1852,2260,1990,746,1681,622,1256,3322,1088,2664,1139,1781,334,1881,-1,974,299,undefined,425,344,2836,1022,328,1820,1062,929,1159,945,226,-1,-1,621,2155,776,508,435,350,1129,555,-1,870,2049,1820,77,3283
26/03/2019,14,2882,2125,2403,2968,2178,1853,-1,271,969,307,77,336,-1,653,1663,1748,908,550,1045,502,983,2935,594,2037,997,1200,230,1703,-1,678,275,undefined,275,238,1963,759,253,1342,553,577,1019,787,184,-1,-1,345,1718,591,309,369,289,950,436,-1,667,1065,1342,77,2994
26/03/2019,15,2843,2058,2312,2927,2267,2208,-1,274,1288,368,70,280,-1,720,1754,1522,817,712,956,494,1077,3472,570,2637,1034,790,194,1890,-1,693,235,undefined,273,219,1916,588,249,1467,502,497,910,421,287,-1,-1,250,1716,340,214,327,237,793,404,-1,575,1381,1467,56,3266
26/03/2019,16,2998,2193,2352,2955,2677,2902,-1,422,2797,520,70,341,-1,1079,1967,1374,997,1155,940,456,1263,3647,808,4085,1376,746,204,2173,-1,693,276,undefined,458,296,2203,689,223,2077,533,478,972,325,374,-1,-1,307,2013,301,148,374,192,835,451,-1,649,2872,2077,61,3515
26/03/2019,17,3509,2250,2835,3391,3848,5150,-1,756,3608,526,131,505,-1,1961,2447,1499,1463,1893,1185,595,1416,4750,1299,5305,1927,912,244,3093,-1,916,342,undefined,691,391,3848,808,291,2829,686,606,1119,439,394,-1,-1,388,2355,348,129,525,255,1007,735,-1,811,4386,2829,70,4274
26/03/2019,18,2758,1701,2915,2776,2762,3016,-1,508,1834,389,103,441,-1,1139,2237,992,781,886,1328,756,1437,3738,766,2895,1380,781,229,2201,-1,946,356,undefined,286,211,2951,514,316,1505,458,391,819,334,282,-1,-1,308,1776,359,198,579,285,671,562,-1,665,1820,1505,79,3160
26/03/2019,19,1565,726,2368,1878,1658,1846,-1,262,618,202,119,377,-1,630,1653,530,396,335,1355,707,1170,2787,390,1586,694,670,181,1464,-1,852,386,undefined,168,106,1917,308,256,756,213,240,391,325,172,-1,-1,183,1324,202,128,518,162,642,320,-1,474,737,756,111,2258
26/03/2019,20,887,414,2106,1398,1530,1439,-1,154,278,106,96,318,-1,601,1258,535,260,137,1037,590,1031,2249,250,1089,486,653,174,976,-1,752,373,undefined,99,107,1752,234,246,572,109,162,355,385,146,-1,-1,120,879,224,116,344,156,440,268,-1,342,320,572,124,1804
26/03/2019,21,552,286,1609,1066,956,1106,-1,84,125,121,61,233,-1,432,895,317,187,76,776,497,890,1718,187,788,505,530,118,474,-1,598,348,undefined,114,97,1338,202,151,457,132,136,218,271,107,-1,-1,89,717,173,108,245,109,350,224,-1,210,208,457,119,1414
26/03/2019,22,339,170,1002,567,967,845,-1,57,136,63,62,175,-1,297,517,198,110,69,502,326,577,1273,149,539,240,338,85,886,-1,495,193,undefined,58,86,774,75,83,295,83,124,126,135,70,-1,-1,58,385,105,93,189,76,173,128,-1,183,146,295,66,939
26/03/2019,23,154,96,502,280,359,468,-1,33,36,9,11,54,-1,154,183,84,63,49,254,140,339,731,64,326,107,210,54,126,-1,217,84,undefined,22,24,394,48,27,189,25,59,45,51,14,-1,-1,36,292,73,84,61,81,107,57,-1,81,40,189,31,390
27/03/2019,0,72,44,262,105,103,166,-1,12,25,6,3,17,-1,74,94,37,31,10,102,86,218,248,27,130,45,172,23,40,-1,157,64,undefined,16,13,135,18,10,89,12,17,27,4,5,-1,-1,4,92,29,71,16,31,33,16,-1,33,27,89,40,159
27/03/2019,1,34,46,118,73,49,75,-1,1,14,4,3,23,-1,20,42,37,20,11,83,28,145,138,17,48,29,74,12,29,-1,85,24,undefined,5,6,72,11,14,52,5,6,12,4,2,-1,-1,5,59,8,21,12,27,38,12,-1,26,26,52,14,74
27/03/2019,2,23,19,44,44,30,36,-1,8,5,2,1,5,-1,27,35,8,14,6,39,31,73,75,10,34,31,49,5,23,-1,77,13,undefined,6,-1,40,5,6,21,6,7,5,3,3,-1,-1,-1,43,8,20,3,8,14,8,-1,16,8,21,5,54
27/03/2019,3,28,12,18,31,49,25,-1,4,3,3,-1,-1,-1,14,29,12,16,12,55,16,51,95,33,18,14,35,5,47,-1,46,4,undefined,1,3,9,6,3,7,1,4,3,-1,-1,-1,-1,1,69,7,11,4,25,12,2,-1,4,7,7,6,69
27/03/2019,4,16,6,40,26,64,49,-1,2,7,5,-1,-1,-1,37,10,7,9,10,25,19,58,86,7,35,21,26,10,62,-1,23,9,undefined,12,4,39,6,6,15,5,7,7,5,6,-1,-1,2,33,4,13,13,6,9,6,-1,4,9,15,5,36
27/03/2019,5,46,19,70,103,115,262,-1,50,103,18,14,33,-1,124,25,92,99,37,15,12,91,190,39,323,95,45,7,110,-1,22,25,undefined,24,24,173,21,9,102,21,11,16,10,11,-1,-1,4,90,11,8,12,12,11,6,-1,22,94,102,14,191
27/03/2019,6,126,82,190,236,460,976,-1,173,634,83,33,67,-1,336,88,149,237,200,51,17,121,807,252,1162,292,116,29,528,-1,75,37,undefined,99,33,890,89,16,382,142,102,44,38,19,-1,-1,28,233,42,53,33,46,56,37,-1,56,561,382,36,481
27/03/2019,7,394,238,370,517,1153,1841,-1,436,2168,380,54,278,-1,733,310,462,804,783,245,75,177,1641,807,2402,808,287,96,1161,-1,164,86,undefined,263,105,1640,266,94,1312,392,310,205,204,93,-1,-1,94,549,122,54,74,91,242,172,-1,147,2190,1312,39,1167
27/03/2019,8,973,634,842,1121,2180,3983,-1,634,4152,593,108,437,-1,1477,777,1063,2192,1812,496,146,415,2933,1536,4335,1340,684,191,2097,3,360,172,undefined,611,291,2733,787,117,2310,816,842,648,720,231,-1,-1,296,1129,289,113,159,196,690,398,-1,488,4573,2310,39,2113
27/03/2019,9,970,663,826,1250,1725,2233,-1,364,2885,470,56,278,-1,776,798,968,1676,1166,292,155,411,2226,988,3178,917,653,186,1646,-1,302,167,undefined,469,241,1698,614,134,1984,763,740,820,805,230,-1,-1,326,872,319,127,230,172,580,450,-1,379,3075,1984,29,1847
27/03/2019,10,1470,1167,1121,1494,1572,1282,-1,206,1005,304,54,212,-1,477,904,1096,1210,602,512,212,557,1840,608,1959,660,760,207,1343,30,366,194,undefined,265,204,1260,578,139,1371,581,831,757,741,276,-1,-1,323,929,301,151,255,226,501,447,-1,412,1290,1371,69,2065
27/03/2019,11,2064,1570,1543,1871,2096,1376,-1,249,860,338,65,256,-1,542,1045,1463,984,472,776,398,693,2308,618,1806,836,893,187,1840,40,531,223,undefined,250,223,1492,521,194,1364,569,704,1008,883,301,-1,-1,289,1357,318,223,287,229,513,388,-1,464,996,1364,63,2637
27/03/2019,12,3335,2790,2472,3107,2677,2190,-1,655,1626,551,150,424,-1,821,1808,2297,2209,786,1331,745,1664,3450,1334,2792,1152,1405,283,2631,10,955,315,undefined,360,398,2736,1169,364,1879,1211,1132,1138,1092,345,-1,-1,476,1993,482,285,356,291,1021,446,-1,750,2358,1879,70,3138
27/03/2019,13,3596,3207,2518,3498,2624,2258,-1,580,1446,551,156,456,-1,786,1926,2323,1855,763,1241,823,1497,3623,1229,2662,1189,1277,192,2157,47,1051,314,undefined,450,414,2744,1128,353,1833,1257,1232,1176,1104,324,-1,-1,500,2121,441,336,440,300,1144,486,-1,833,2170,1833,92,3455
27/03/2019,14,3114,2283,2374,3113,2461,1853,-1,272,930,291,94,265,-1,651,1759,1614,1062,560,1045,469,962,3206,738,2291,1015,898,189,2111,17,668,321,undefined,276,309,2015,712,246,1275,675,836,921,903,255,-1,-1,349,1724,333,177,381,250,850,466,-1,659,1088,1275,52,3223
27/03/2019,15,3012,2266,2326,3157,2815,2139,-1,253,1292,383,53,248,-1,773,1810,1597,863,654,974,527,1075,3362,771,2945,1005,739,211,2444,3,694,343,undefined,309,261,1920,701,222,1373,517,637,1167,804,295,-1,-1,298,1658,326,169,341,196,741,528,-1,528,1393,1373,68,3265
27/03/2019,16,3265,2242,2505,3229,3653,2911,-1,456,2866,487,76,366,-1,1060,1934,1515,878,1065,1055,456,1124,3806,868,3946,1290,879,220,3050,2,731,297,undefined,390,318,2441,802,226,2032,550,623,939,545,276,-1,-1,299,2109,373,203,321,205,844,468,-1,597,2594,2032,82,3651
27/03/2019,17,3598,2430,3050,3682,4203,5106,-1,766,3867,535,152,536,-1,1901,2512,1572,1409,1782,1280,703,1374,4654,1290,4970,1774,1007,318,3240,4,993,380,undefined,651,432,3969,899,347,2696,639,847,1158,397,418,-1,-1,388,2439,641,197,499,249,970,710,-1,892,4067,2696,84,4529
27/03/2019,18,2933,1734,2978,2975,3527,3063,-1,474,1984,437,132,495,-1,1188,2148,1170,927,824,1501,957,1403,4122,757,3008,1277,1102,339,2519,-1,1140,463,undefined,434,397,3496,540,292,1466,487,515,924,304,357,-1,-1,338,1917,633,278,565,256,770,629,-1,697,1803,1466,113,3639
27/03/2019,19,1703,800,2553,1942,2638,1754,-1,243,624,195,176,500,-1,625,1687,601,428,351,1301,805,1265,2988,379,1593,552,927,236,2395,6,937,507,undefined,180,278,2294,326,307,797,223,389,544,236,196,-1,-1,208,1340,490,253,541,264,658,374,-1,472,638,797,105,2546
