date,street,people_count
2019-11-15,QV Market-Peel St,3820
2019-11-15,Melbourne Central,37169
2019-11-15,Collins Place (North),11181
2019-11-15,Chinatown-Swanston St (North),20073
2019-11-15,Bourke Street Mall (North),39284
2019-11-14,Melbourne Central,31545
2019-11-14,Bourke Street Mall (North),38527
2019-11-14,Chinatown-Swanston St (North),17376
2019-11-14,Collins Place (North),12112
2019-11-14,Spencer St-Collins St (North),42855
2019-11-14,QV Market-Peel St,3598
2019-11-14,Southern Cross Station,27479
2019-11-13,Melbourne Central,29209
2019-11-13,Bourke Street Mall (North),33044
2019-11-13,Chinatown-Swanston St (North),12411
2019-11-13,Collins Place (North),11267
2019-11-13,Spencer St-Collins St (North),42953
2019-11-13,QV Market-Peel St,3084
2019-11-13,Southern Cross Station,26355
2019-11-12,Spencer St-Collins St (North),41267
2019-11-12,Southern Cross Station,26170
2019-11-12,QV Market-Peel St,3396
2019-11-12,Melbourne Central,26903
2019-11-12,Collins Place (North),11755
2019-11-12,Chinatown-Swanston St (North),11725
2019-11-12,Bourke Street Mall (North),28165
2019-11-11,QV Market-Peel St,2756
2019-11-11,Bourke Street Mall (North),34831
2019-11-11,Collins Place (North),11968
2019-11-11,Melbourne Central,27991
2019-11-11,Chinatown-Swanston St (North),12528
2019-11-11,Southern Cross Station,26346
2019-11-11,Spencer St-Collins St (North),40833
2019-11-10,QV Market-Peel St,3925
2019-11-10,Chinatown-Swanston St (North),13390
2019-11-10,Collins Place (North),1807
2019-11-10,Melbourne Central,26265
2019-11-10,Bourke Street Mall (North),28690
2019-11-10,Southern Cross Station,1862
2019-11-10,Spencer St-Collins St (North),15599
2019-11-09,Spencer St-Collins St (North),21013
2019-11-09,Southern Cross Station,2692
2019-11-09,QV Market-Peel St,4020
2019-11-09,Melbourne Central,29771
2019-11-09,Collins Place (North),2638
2019-11-09,Chinatown-Swanston St (North),14761
2019-11-09,Bourke Street Mall (North),31179
2019-11-08,Chinatown-Swanston St (North),13889
2019-11-08,Melbourne Central,28808
2019-11-08,Bourke Street Mall (North),33746
2019-11-08,Collins Place (North),10874
2019-11-08,Spencer St-Collins St (North),42193
2019-11-08,QV Market-Peel St,3562
2019-11-08,Southern Cross Station,24795
2019-11-07,Chinatown-Swanston St (North),10953
2019-11-07,Spencer St-Collins St (North),43637
2019-11-07,Southern Cross Station,26603
2019-11-07,QV Market-Peel St,3304
2019-11-07,Melbourne Central,23097
2019-11-07,Collins Place (North),11538
2019-11-07,Bourke Street Mall (North),28533
2019-11-06,Spencer St-Collins St (North),41265
2019-11-06,Southern Cross Station,26434
2019-11-06,QV Market-Peel St,2988
2019-11-06,Melbourne Central,27048
2019-11-06,Collins Place (North),11697
2019-11-06,Chinatown-Swanston St (North),12127
2019-11-06,Bourke Street Mall (North),31715
2019-11-05,QV Market-Peel St,2053
2019-11-05,Spencer St-Collins St (North),17045
2019-11-05,Southern Cross Station,2818
2019-11-05,Melbourne Central,28757
2019-11-05,Collins Place (North),1725
2019-11-05,Chinatown-Swanston St (North),13478
2019-11-05,Bourke Street Mall (North),27617
2019-11-04,Spencer St-Collins St (North),32401
2019-11-04,Southern Cross Station,14842
2019-11-04,QV Market-Peel St,979
2019-11-04,Melbourne Central,29107
2019-11-04,Collins Place (North),7442
2019-11-04,Chinatown-Swanston St (North),13070
2019-11-04,Bourke Street Mall (North),35195
2019-11-03,Melbourne Central,25676
2019-11-03,Bourke Street Mall (North),27507
2019-11-03,Chinatown-Swanston St (North),12496
2019-11-03,Collins Place (North),1768
2019-11-03,QV Market-Peel St,-24
2019-11-03,Southern Cross Station,1654
2019-11-03,Spencer St-Collins St (North),15049
2019-11-02,Melbourne Central,26285
2019-11-02,Chinatown-Swanston St (North),14148
2019-11-02,Collins Place (North),1848
2019-11-02,Bourke Street Mall (North),27782
2019-11-02,QV Market-Peel St,2945
2019-11-02,Southern Cross Station,1969
2019-11-02,Spencer St-Collins St (North),20597
2019-11-01,Spencer St-Collins St (North),40913
2019-11-01,Southern Cross Station,23765
2019-11-01,QV Market-Peel St,3130
2019-11-01,Melbourne Central,32929
2019-11-01,Collins Place (North),10763
2019-11-01,Chinatown-Swanston St (North),14006
2019-11-01,Bourke Street Mall (North),36863
2019-10-31,Melbourne Central,28887
2019-10-31,Chinatown-Swanston St (North),11540
2019-10-31,Collins Place (North),11238
2019-10-31,Bourke Street Mall (North),35401
2019-10-31,QV Market-Peel St,3402
2019-10-31,Spencer St-Collins St (North),41411
2019-10-31,Southern Cross Station,27770
2019-10-30,Bourke Street Mall (North),34145
2019-10-30,Southern Cross Station,27076
2019-10-30,QV Market-Peel St,3431
2019-10-30,Melbourne Central,30056
2019-10-30,Collins Place (North),11227
2019-10-30,Chinatown-Swanston St (North),11456
2019-10-30,Spencer St-Collins St (North),40363
2019-10-29,Melbourne Central,28909
2019-10-29,Bourke Street Mall (North),32120
2019-10-29,Chinatown-Swanston St (North),11022
2019-10-29,Collins Place (North),11743
2019-10-29,Spencer St-Collins St (North),41369
2019-10-29,QV Market-Peel St,3507
2019-10-29,Southern Cross Station,28443
2019-10-28,Melbourne Central,27356
2019-10-28,Chinatown-Swanston St (North),10681
2019-10-28,Bourke Street Mall (North),31660
2019-10-28,Collins Place (North),10934
2019-10-28,QV Market-Peel St,2844
2019-10-28,Spencer St-Collins St (North),39807
2019-10-28,Southern Cross Station,26436
2019-10-27,Spencer St-Collins St (North),16475
2019-10-27,Southern Cross Station,1757
2019-10-27,QV Market-Peel St,4721
2019-10-27,Melbourne Central,23917
2019-10-27,Collins Place (North),1459
2019-10-27,Chinatown-Swanston St (North),11066
2019-10-27,Bourke Street Mall (North),26913
2019-10-26,Melbourne Central,28708
2019-10-26,Bourke Street Mall (North),31212
2019-10-26,Chinatown-Swanston St (North),13012
2019-10-26,Collins Place (North),2026
2019-10-26,Spencer St-Collins St (North),19266
2019-10-26,QV Market-Peel St,4069
2019-10-26,Southern Cross Station,2429
2019-10-25,Bourke Street Mall (North),38093
2019-10-25,Spencer St-Collins St (North),41044
2019-10-25,Southern Cross Station,24513
2019-10-25,Melbourne Central,32969
2019-10-25,Collins Place (North),10828
2019-10-25,Chinatown-Swanston St (North),13548
2019-10-25,QV Market-Peel St,3843
2019-10-24,Spencer St-Collins St (North),42877
2019-10-24,Southern Cross Station,28795
2019-10-24,QV Market-Peel St,3221
2019-10-24,Melbourne Central,28540
2019-10-24,Collins Place (North),11224
2019-10-24,Chinatown-Swanston St (North),12201
2019-10-24,Bourke Street Mall (North),35726
2019-10-23,Spencer St-Collins St (North),42064
2019-10-23,Collins Place (North),11843
2019-10-23,Chinatown-Swanston St (North),12091
2019-10-23,Bourke Street Mall (North),36274
2019-10-23,Melbourne Central,30288
2019-10-23,QV Market-Peel St,3974
2019-10-23,Southern Cross Station,27685
2019-10-22,Spencer St-Collins St (North),40969
2019-10-22,Southern Cross Station,28312
2019-10-22,QV Market-Peel St,4262
2019-10-22,Melbourne Central,27919
2019-10-22,Collins Place (North),11703
2019-10-22,Chinatown-Swanston St (North),11165
2019-10-22,Bourke Street Mall (North),31133
2019-10-21,Collins Place (North),10986
2019-10-21,Bourke Street Mall (North),29224
2019-10-21,Chinatown-Swanston St (North),10005
2019-10-21,Spencer St-Collins St (North),40064
2019-10-21,Melbourne Central,25626
2019-10-21,QV Market-Peel St,2873
2019-10-21,Southern Cross Station,26889
2019-10-20,Spencer St-Collins St (North),14806
2019-10-20,Southern Cross Station,1830
2019-10-20,QV Market-Peel St,3902
2019-10-20,Melbourne Central,27316
2019-10-20,Collins Place (North),1511
2019-10-20,Chinatown-Swanston St (North),11612
2019-10-20,Bourke Street Mall (North),27946
2019-10-19,Spencer St-Collins St (North),18971
2019-10-19,QV Market-Peel St,4285
2019-10-19,Melbourne Central,32643
2019-10-19,Collins Place (North),2937
2019-10-19,Chinatown-Swanston St (North),14108
2019-10-19,Bourke Street Mall (North),34141
2019-10-19,Southern Cross Station,2458
2019-10-18,Collins Place (North),10331
2019-10-18,QV Market-Peel St,3864
2019-10-18,Chinatown-Swanston St (North),14604
2019-10-18,Melbourne Central,34790
2019-10-18,Bourke Street Mall (North),42487
2019-10-18,Southern Cross Station,25973
2019-10-18,Spencer St-Collins St (North),42295
2019-10-17,Spencer St-Collins St (North),40844
2019-10-17,Southern Cross Station,27518
2019-10-17,QV Market-Peel St,3398
2019-10-17,Melbourne Central,25840
2019-10-17,Collins Place (North),10913
2019-10-17,Chinatown-Swanston St (North),10636
2019-10-17,Bourke Street Mall (North),30090
2019-10-16,Spencer St-Collins St (North),40801
2019-10-16,Southern Cross Station,27536
2019-10-16,QV Market-Peel St,3167
2019-10-16,Melbourne Central,25477
2019-10-16,Collins Place (North),11124
2019-10-16,Chinatown-Swanston St (North),9888
2019-10-16,Bourke Street Mall (North),28828
2019-10-15,Spencer St-Collins St (North),40571
2019-10-15,Southern Cross Station,27602
2019-10-15,QV Market-Peel St,3908
2019-10-15,Melbourne Central,27346
2019-10-15,Collins Place (North),11308
2019-10-15,Chinatown-Swanston St (North),9954
2019-10-15,Bourke Street Mall (North),29874
2019-10-14,Chinatown-Swanston St (North),10308
2019-10-14,Bourke Street Mall (North),30094
2019-10-14,Southern Cross Station,26806
2019-10-14,QV Market-Peel St,2790
2019-10-14,Melbourne Central,26914
2019-10-14,Collins Place (North),10854
2019-10-14,Spencer St-Collins St (North),39036
2019-10-13,Spencer St-Collins St (North),18697
2019-10-13,Chinatown-Swanston St (North),12276
2019-10-13,Bourke Street Mall (North),29228
2019-10-13,Southern Cross Station,2400
2019-10-13,Collins Place (North),1787
2019-10-13,Melbourne Central,27916
2019-10-13,QV Market-Peel St,4258
2019-10-12,Spencer St-Collins St (North),25230
2019-10-12,Southern Cross Station,3228
2019-10-12,QV Market-Peel St,4730
2019-10-12,Melbourne Central,36480
2019-10-12,Collins Place (North),3028
2019-10-12,Chinatown-Swanston St (North),15025
2019-10-12,Bourke Street Mall (North),37886
2019-10-11,Collins Place (North),10631
2019-10-11,Chinatown-Swanston St (North),14520
2019-10-11,Bourke Street Mall (North),40599
2019-10-11,Melbourne Central,35101
2019-10-11,Southern Cross Station,26733
2019-10-11,QV Market-Peel St,4383
2019-10-11,Spencer St-Collins St (North),44135
2019-10-10,Spencer St-Collins St (North),43303
2019-10-10,Southern Cross Station,28886
2019-10-10,QV Market-Peel St,3665
2019-10-10,Melbourne Central,27952
2019-10-10,Collins Place (North),10858
2019-10-10,Chinatown-Swanston St (North),10759
2019-10-10,Bourke Street Mall (North),31864
2019-10-09,Spencer St-Collins St (North),42213
2019-10-09,Southern Cross Station,26960
2019-10-09,QV Market-Peel St,3565
2019-10-09,Melbourne Central,29442
2019-10-09,Collins Place (North),10617
2019-10-09,Chinatown-Swanston St (North),10620
2019-10-09,Bourke Street Mall (North),31298
2019-10-08,Bourke Street Mall (North),28380
2019-10-08,Chinatown-Swanston St (North),9622
2019-10-08,Southern Cross Station,27252
2019-10-08,QV Market-Peel St,3528
2019-10-08,Melbourne Central,25573
2019-10-08,Collins Place (North),12397
2019-10-08,Spencer St-Collins St (North),41603
2019-10-07,Melbourne Central,28407
2019-10-07,Bourke Street Mall (North),29086
2019-10-07,Chinatown-Swanston St (North),10146
2019-10-07,Collins Place (North),11883
2019-10-07,QV Market-Peel St,2538
2019-10-07,Southern Cross Station,26455
2019-10-07,Spencer St-Collins St (North),40314
2019-10-06,Spencer St-Collins St (North),20591
2019-10-06,Southern Cross Station,4016
2019-10-06,QV Market-Peel St,3991
2019-10-06,Melbourne Central,27599
2019-10-06,Collins Place (North),1737
2019-10-06,Chinatown-Swanston St (North),12941
2019-10-06,Bourke Street Mall (North),29715
2019-10-05,Bourke Street Mall (North),36352
2019-10-05,Melbourne Central,35704
2019-10-05,Collins Place (North),3581
2019-10-05,Chinatown-Swanston St (North),15737
2019-10-05,QV Market-Peel St,4845
2019-10-05,Southern Cross Station,3094
2019-10-05,Spencer St-Collins St (North),22149
2019-10-04,Spencer St-Collins St (North),37794
2019-10-04,Southern Cross Station,23419
2019-10-04,QV Market-Peel St,3848
2019-10-04,Melbourne Central,31821
2019-10-04,Collins Place (North),10379
2019-10-04,Chinatown-Swanston St (North),13261
2019-10-04,Bourke Street Mall (North),36562
2019-10-03,Bourke Street Mall (North),38797
2019-10-03,Chinatown-Swanston St (North),12591
2019-10-03,Collins Place (North),11665
2019-10-03,Melbourne Central,33106
2019-10-03,QV Market-Peel St,3683
2019-10-03,Southern Cross Station,25466
2019-10-03,Spencer St-Collins St (North),37391
2019-10-02,Spencer St-Collins St (North),36878
2019-10-02,Southern Cross Station,25535
2019-10-02,QV Market-Peel St,3720
2019-10-02,Melbourne Central,33669
2019-10-02,Collins Place (North),11550
2019-10-02,Chinatown-Swanston St (North),12905
2019-10-02,Bourke Street Mall (North),37818
2019-10-01,Bourke Street Mall (North),35734
2019-10-01,Chinatown-Swanston St (North),12501
2019-10-01,Collins Place (North),11548
2019-10-01,Melbourne Central,32925
2019-10-01,QV Market-Peel St,3790
2019-10-01,Southern Cross Station,24975
2019-10-01,Spencer St-Collins St (North),36166
2019-09-30,Spencer St-Collins St (North),33944
2019-09-30,Southern Cross Station,23804
2019-09-30,QV Market-Peel St,2713
2019-09-30,Melbourne Central,27922
2019-09-30,Collins Place (North),9695
2019-09-30,Chinatown-Swanston St (North),11018
2019-09-30,Bourke Street Mall (North),30626
2019-09-29,Melbourne Central,27090
2019-09-29,Bourke Street Mall (North),27619
2019-09-29,Chinatown-Swanston St (North),12099
2019-09-29,Collins Place (North),1515
2019-09-29,QV Market-Peel St,4217
2019-09-29,Southern Cross Station,1747
2019-09-29,Spencer St-Collins St (North),15279
2019-09-28,Spencer St-Collins St (North),18790
2019-09-28,Southern Cross Station,1938
2019-09-28,QV Market-Peel St,3737
2019-09-28,Melbourne Central,29767
2019-09-28,Collins Place (North),2892
2019-09-28,Chinatown-Swanston St (North),12834
2019-09-28,Bourke Street Mall (North),29455
2019-09-27,Melbourne Central,31440
2019-09-27,Bourke Street Mall (North),31489
2019-09-27,Collins Place (North),5463
2019-09-27,Chinatown-Swanston St (North),13165
2019-09-27,QV Market-Peel St,2981
2019-09-27,Spencer St-Collins St (North),19246
2019-09-27,Southern Cross Station,3510
2019-09-26,Spencer St-Collins St (North),42477
2019-09-26,Southern Cross Station,28554
2019-09-26,QV Market-Peel St,4183
2019-09-26,Melbourne Central,39019
2019-09-26,Collins Place (North),12028
2019-09-26,Chinatown-Swanston St (North),14476
2019-09-26,Bourke Street Mall (North),41049
2019-09-25,Melbourne Central,30611
2019-09-25,Bourke Street Mall (North),33688
2019-09-25,Collins Place (North),11233
2019-09-25,Chinatown-Swanston St (North),11095
2019-09-25,QV Market-Peel St,3773
2019-09-25,Southern Cross Station,25808
2019-09-25,Spencer St-Collins St (North),41053
2019-09-24,Spencer St-Collins St (North),40886
2019-09-24,Southern Cross Station,27313
2019-09-24,QV Market-Peel St,3414
2019-09-24,Melbourne Central,29712
2019-09-24,Bourke Street Mall (North),31014
2019-09-24,Collins Place (North),11556
2019-09-24,Chinatown-Swanston St (North),10552
2019-09-23,Southern Cross Station,26227
2019-09-23,QV Market-Peel St,2577
2019-09-23,Melbourne Central,26324
2019-09-23,Collins Place (North),10661
2019-09-23,Chinatown-Swanston St (North),9849
2019-09-23,Bourke Street Mall (North),30147
2019-09-23,Spencer St-Collins St (North),39548
2019-09-22,Spencer St-Collins St (North),15855
2019-09-22,Southern Cross Station,1888
2019-09-22,QV Market-Peel St,4839
2019-09-22,Melbourne Central,28139
2019-09-22,Collins Place (North),1894
2019-09-22,Chinatown-Swanston St (North),14610
2019-09-22,Bourke Street Mall (North),29239
2019-09-21,Bourke Street Mall (North),30805
2019-09-21,QV Market-Peel St,3892
2019-09-21,Chinatown-Swanston St (North),13180
2019-09-21,Collins Place (North),2862
2019-09-21,Melbourne Central,30710
2019-09-21,Southern Cross Station,2300
2019-09-21,Spencer St-Collins St (North),19382
2019-09-20,Spencer St-Collins St (North),43189
2019-09-20,Southern Cross Station,28013
2019-09-20,QV Market-Peel St,3612
2019-09-20,Melbourne Central,41440
2019-09-20,Collins Place (North),18762
2019-09-20,Chinatown-Swanston St (North),15136
2019-09-20,Bourke Street Mall (North),42939
2019-09-19,QV Market-Peel St,3581
2019-09-19,Bourke Street Mall (North),34547
2019-09-19,Collins Place (North),11891
2019-09-19,Melbourne Central,29648
2019-09-19,Southern Cross Station,27650
2019-09-19,Chinatown-Swanston St (North),11651
2019-09-19,Spencer St-Collins St (North),40834
2019-09-18,Collins Place (North),11446
2019-09-18,Bourke Street Mall (North),31913
2019-09-18,Chinatown-Swanston St (North),10693
2019-09-18,Spencer St-Collins St (North),40641
2019-09-18,Melbourne Central,28296
2019-09-18,QV Market-Peel St,3821
2019-09-18,Southern Cross Station,26667
2019-09-17,Spencer St-Collins St (North),41159
2019-09-17,Southern Cross Station,26739
2019-09-17,QV Market-Peel St,3438
2019-09-17,Melbourne Central,26145
2019-09-17,Collins Place (North),11681
2019-09-17,Chinatown-Swanston St (North),9776
2019-09-17,Bourke Street Mall (North),28690
2019-09-16,Spencer St-Collins St (North),39132
2019-09-16,Southern Cross Station,26132
2019-09-16,QV Market-Peel St,2770
2019-09-16,Bourke Street Mall (North),28573
2019-09-16,Collins Place (North),11085
2019-09-16,Chinatown-Swanston St (North),9430
2019-09-16,Melbourne Central,24649
2019-09-15,Spencer St-Collins St (North),15141
